id,type,x,y,z,vx,vy,vz,altitude_km,speed_kms,fuel_kg,area_m2,parent_event,generation,status,cluster_id,risk_level,risk_score
DEB-F01020,DEBRIS,5038.614034252035,5020.10768877589,-59.284684880578915,-1.601736144140758,1.3905094580196176,6.805474941148187,734.7124477902298,7.1283633747785915,0.0,0.19041360374582686,COSMOS-BREAKUP,1,NOMINAL,147,LOW,0.24122485759882506
DEB-F01021,DEBRIS,2975.4953608218625,-53.015649949621945,-6555.5619221587,4.530056081179152,5.3373819249606544,2.1794800470880773,821.2918257242391,7.332065683501476,0.0,0.045464634415486524,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01022,DEBRIS,-1120.0151553346104,2029.232955631337,6814.648943082657,-5.145452885418228,-4.8508163782775675,0.3917606119669671,819.8947138685262,7.082342925114075,0.0,0.4288068279352853,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01023,DEBRIS,5137.676816815302,4959.326607277656,-324.21317400869236,-1.3871987549471096,1.5901953367506272,7.207127140587963,769.9926612396666,7.5097085972326445,0.0,0.4923195131289652,COSMOS-BREAKUP,1,NOMINAL,146,MEDIUM,0.34675115071595075
DEB-F01024,DEBRIS,-2676.5283942988685,-4689.62061042169,-4683.441661059581,4.739870564243472,2.5248311878459857,-5.043023474676712,769.6578702889137,7.367036803155111,0.0,0.3016800720478511,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01025,DEBRIS,-5287.450772180557,-4611.5966558393075,1453.734598114095,0.32969968565527663,-2.5278993122745153,-6.804617134339088,786.868489609551,7.266484098975257,0.0,0.4990639827291546,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F01026,DEBRIS,4579.25171657437,5339.089243104426,1486.0931055711658,-2.6546017139979035,0.6429890325499096,7.089533962363567,811.0140589226639,7.59748885879055,0.0,0.16451139570388051,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F01027,DEBRIS,18.367701024427852,3015.4726534532456,6441.321371453442,-5.434407025794685,-4.406092650453966,2.632668931832712,734.1083350899062,7.475117247978676,0.0,0.11547045510848483,COSMOS-BREAKUP,1,NOMINAL,239,LOW,0.2620342770495234
DEB-F01028,DEBRIS,-354.7669026542802,2745.884564511682,6617.4485202328315,-5.599932134012007,-4.913137385025721,1.5929564710369954,795.1723140317126,7.618114542870584,0.0,0.11306100031772752,COSMOS-BREAKUP,1,NOMINAL,252,MEDIUM,0.4134722595399979
DEB-F01029,DEBRIS,5256.109690743226,4133.041248388523,-2510.7122826229347,0.3500559338530352,3.411094777826834,6.7876255718079666,764.1592139720497,7.604601741261974,0.0,0.3760637428810875,COSMOS-BREAKUP,1,NOMINAL,169,LOW,0.2080364765948179
DEB-F01030,DEBRIS,4392.233398158105,5303.636081091144,1965.4363353072727,-2.819716704378909,0.18577717364526333,6.969503957596251,783.0926355230367,7.520591789623399,0.0,0.4205980003543366,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F01031,DEBRIS,-4550.936703179353,-2130.648494665418,5114.828591865242,-3.0968917618562557,-5.267981690056816,-4.5374038346693,792.0902912598212,7.611202482544968,0.0,0.3943933591939872,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01032,DEBRIS,-5141.429373132325,-3746.2939294457906,3210.494151295877,-1.5481393797681553,-3.8393798888918016,-6.1588938422420885,747.6111642431952,7.420885852135395,0.0,0.096055025543805,COSMOS-BREAKUP,1,NOMINAL,247,LOW,0.24764206950767748
DEB-F01033,DEBRIS,451.6254808795819,3365.510977347508,6319.139618704172,-5.499188146219585,-4.3647865751517925,2.8000246972111285,795.5757928502271,7.5586090267416,0.0,0.1487112365924374,COSMOS-BREAKUP,1,NOMINAL,234,LOW,0.25271282157774366
DEB-F01034,DEBRIS,937.929610989558,-2182.993475117747,-6719.279477180419,5.643112020994839,4.8659553590449,-0.8925029442606901,748.8461738285769,7.5045850213871415,0.0,0.32484350696289077,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F01035,DEBRIS,-5146.899281614541,-4923.658033308221,330.8307407244487,1.4614906436012631,-1.6033861176611375,-7.273062336225028,752.2507610585217,7.58974556162837,0.0,0.4779167872659138,COSMOS-BREAKUP,1,NOMINAL,237,LOW,0.27128816379955023
DEB-F01036,DEBRIS,-5264.229914607636,-4621.52520008883,1508.2476078054956,0.5860204106268879,-2.707643520707412,-6.606717651846592,787.4350368549103,7.164040165166684,0.0,0.4806936857433093,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F01037,DEBRIS,5296.126327242476,4516.718118391656,-1764.9883492495262,-0.4224124963552554,2.879231903622467,6.940459038021857,802.7320635677879,7.525847482534696,0.0,0.4256730923500109,COSMOS-BREAKUP,1,NOMINAL,179,LOW,0.2568480065266138
DEB-F01038,DEBRIS,1048.0018282403419,-2057.4281904665518,-6788.247947226439,5.493727992858207,5.106993802269302,-0.7324054107235115,792.0532892423662,7.536501220167619,0.0,0.2644793105666628,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F01039,DEBRIS,4050.5930080804665,1373.6223361985965,-5785.305008483468,3.637845097316117,5.422475255470198,4.067743573542579,816.5760645216114,7.693093826826139,0.0,0.4908606357678258,COSMOS-BREAKUP,1,NOMINAL,201,LOW,0.17209303605966852
DEB-F01040,DEBRIS,4816.652612922886,5247.207515123541,809.6238124664823,-1.8698661339644647,1.0337169516444527,6.950678018798529,790.4625716080136,7.271650088946343,0.0,0.13268946517535773,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F01041,DEBRIS,5135.7935429507625,3485.6276199976346,-3596.314176252793,1.2218020299711618,4.158963271594352,6.234344875977119,795.3872994933763,7.593209580113973,0.0,0.2599209870857715,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01042,DEBRIS,3956.779767736377,5201.513769903049,2754.7045261786625,-3.7053608579327797,-0.7629301771527973,6.094645057944309,714.1298206581305,7.173315824988869,0.0,0.24360612906409296,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F01043,DEBRIS,867.9806006185537,-2247.415011607055,-6767.559043166728,5.470133436032432,5.3386905492392165,-0.8175760777542898,805.4637656463374,7.687158592838592,0.0,0.37547921376013804,COSMOS-BREAKUP,1,NOMINAL,203,LOW,0.22467770164911904
DEB-F01044,DEBRIS,-1395.1355607037103,1740.480681068925,6814.853910291958,-5.470268648129823,-4.973209055620075,0.31719813281041515,792.4912885487647,7.399815001003201,0.0,0.28947552834253465,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01045,DEBRIS,4061.354767464533,5277.716683768634,2557.9794918685698,-3.525429125872634,-0.5454059381928161,7.0676190317643135,755.7367739153242,7.916903241616901,0.0,0.19346796497902896,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F01046,DEBRIS,3047.2363266916595,45.69907923579662,-6451.773697745672,4.500012585125027,5.799269500738797,2.303853404590499,757.206123037261,7.693463493013149,0.0,0.4742806208791012,COSMOS-BREAKUP,1,NOMINAL,233,LOW,0.2903094417329692
DEB-F01047,DEBRIS,-5234.679368172763,-4569.049448220489,1641.862450921535,0.23781300503631508,-2.864761567051233,-6.843665964952219,761.4563536584301,7.422882034712907,0.0,0.32356622767141197,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F01048,DEBRIS,4102.019191149025,5231.004997084243,2547.9316144816703,-3.546902610939324,-0.5501858094603801,6.616439028136038,740.9872604796828,7.5273161199368745,0.0,0.292946934963736,COSMOS-BREAKUP,1,NOMINAL,196,LOW,0.22213305914185102
DEB-F01049,DEBRIS,-3710.726096582622,-928.3007074841125,6023.701096358062,-4.307696655056505,-5.455827354599247,-3.3276034541732904,757.4222118375792,7.706831212852948,0.0,0.2946537367606907,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01050,DEBRIS,-3941.3704536235723,-1209.792576376385,5860.542334589227,-3.5905036018010756,-5.383410302330673,-3.8314821399833625,787.3326696074882,7.520178055524883,0.0,0.015126871222963875,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01051,DEBRIS,2428.582605448591,-620.3865221711723,-6727.367886414041,4.659015251020111,5.784182800250155,1.2165406470045081,801.025317954236,7.526165353070703,0.0,0.4274728384935938,COSMOS-BREAKUP,1,NOMINAL,229,MEDIUM,0.35217340990080664
DEB-F01052,DEBRIS,-393.9456289855631,2666.2153183211994,6647.497904436118,-5.15869095886336,-4.541996644290306,1.4764789320790292,794.9464145247493,7.030065146403424,0.0,0.24122605563156027,COSMOS-BREAKUP,1,NOMINAL,252,MEDIUM,0.4134722595399979
DEB-F01053,DEBRIS,5080.258844330602,3282.7054343606433,-3894.4667158899783,1.4337712403531395,3.9914341575593686,5.781924148285576,815.7531781550078,7.170627131592001,0.0,0.47572534409905565,COSMOS-BREAKUP,1,NOMINAL,213,LOW,0.27252628195510603
DEB-F01054,DEBRIS,-3183.2143101057272,-4971.284705834604,-4057.6511965717928,4.54939258285373,2.045825207824232,-6.089815690445175,785.0367521553562,7.87199014211056,0.0,0.495653760265766,COSMOS-BREAKUP,1,NOMINAL,159,LOW,0.21190095375772208
DEB-F01055,DEBRIS,5260.4473730638365,4694.183454051644,-1277.7245346366444,-0.5886531625433841,2.453444300355527,6.83923609769774,787.0737332219387,7.289790935326689,0.0,0.41926458371173864,COSMOS-BREAKUP,1,NOMINAL,160,LOW,0.18422824049205272
DEB-F01056,DEBRIS,4815.184392942668,2700.972903788776,-4528.072092541097,2.4509835178248354,4.592144686153629,5.745759194243065,762.2195905554981,7.7529905031185695,0.0,0.47720588114921497,COSMOS-BREAKUP,1,NOMINAL,198,LOW,0.2815126912967082
DEB-F01057,DEBRIS,2047.076490324869,-1061.6556071226166,-6773.202591594537,4.949663177429591,5.504326724753558,0.7607038779274565,776.8548331301145,7.441468178574206,0.0,0.1644861298900516,COSMOS-BREAKUP,1,NOMINAL,218,LOW,0.24770977392843055
DEB-F01058,DEBRIS,1291.9056362931674,4000.5829874450014,5891.607252069729,-5.471795424664742,-3.833529268268912,3.904166069488835,859.5919549389073,7.7381525261656785,0.0,0.10870187721542061,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01059,DEBRIS,-2310.7729260967963,776.729122160869,6777.8361176829185,-4.7726343268366,-5.385045405025517,-1.08759715095183,824.7819974177701,7.277336050688055,0.0,0.40067135340157745,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01060,DEBRIS,-4211.0394284176,-5305.746163066335,-2268.7644901487583,3.2407693334988843,0.3508424611416795,-6.645345221111211,765.467673156314,7.401776098561235,0.0,0.269361692898886,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F01061,DEBRIS,-2584.8905700503074,-4775.239010600233,-4694.82789115438,4.752422517445397,2.2733486987166867,-5.25281184319952,800.0226384487287,7.439466805513419,0.0,0.4885789950311929,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01062,DEBRIS,2189.155391980229,4539.466510410441,5050.606524036977,-4.75500140230356,-2.969226407864955,4.466848115598237,756.8320812237534,7.1679199133985145,0.0,0.20720449171740696,COSMOS-BREAKUP,1,NOMINAL,202,MEDIUM,0.5613559297194497
DEB-F01063,DEBRIS,-503.370767289238,-3396.0263102572285,-6317.412752898186,5.8886882871466675,4.151571145388383,-2.813977982724664,811.8616592350163,7.735028429531396,0.0,0.3459883706141036,COSMOS-BREAKUP,1,NOMINAL,150,LOW,0.2399682262090366
DEB-F01064,DEBRIS,2500.5061468845456,4640.790472212465,4822.900019947556,-4.816215888045153,-2.7842059117402442,5.204582677154008,766.779500561468,7.618098114526975,0.0,0.23404061165173445,COSMOS-BREAKUP,1,NOMINAL,207,MEDIUM,0.3084212703875529
DEB-F01065,DEBRIS,926.5295913416605,3792.338076986664,6025.384663776566,-5.484552771494728,-4.026051632085872,3.5995776251341636,801.385652674654,7.697166356971787,0.0,0.04774276848637673,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01066,DEBRIS,-2716.3164522158722,436.42216490207477,6632.321668432087,-4.571226487996918,-5.416015009331568,-1.368948876370492,802.1506048352148,7.218265110951903,0.0,0.06033820686820979,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01067,DEBRIS,1103.646736778419,3779.823334600434,5940.640886609572,-5.222497668811338,-3.718449792147571,3.3724668051853004,749.0163380480144,7.24395493563695,0.0,0.4524447900279481,COSMOS-BREAKUP,1,NOMINAL,244,LOW,0.29814253607647595
DEB-F01068,DEBRIS,85.29461700165602,3024.6177256398714,6463.443308427961,-5.496470205372139,-4.90218971314056,2.2542768402520457,758.50695631494,7.702234271603372,0.0,0.3866773033315438,COSMOS-BREAKUP,1,NOMINAL,239,LOW,0.2620342770495234
DEB-F01069,DEBRIS,-5277.656932080701,-4263.871867831302,2213.8761688573272,-0.2588238243119425,-3.151885759819923,-6.588859708662584,758.775055578174,7.308518719646565,0.0,0.31359188104019636,COSMOS-BREAKUP,1,NOMINAL,250,MEDIUM,0.5773602086270624
DEB-F01070,DEBRIS,-3655.132147037692,-839.6298627121928,6075.518405151103,-3.8145574367351,-5.335154274620534,-3.081325658902608,761.6734463631437,7.246329235438064,0.0,0.3667777064282326,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01071,DEBRIS,3473.249018232201,512.6568420502546,-6262.683932087885,4.252106955236381,5.673486492431379,3.0304885804401684,801.5207783055694,7.710559225811652,0.0,0.08210230993021576,COSMOS-BREAKUP,1,NOMINAL,211,LOW,0.19108004806622608
DEB-F01072,DEBRIS,5054.67882199627,3179.684734494486,-3951.2597326214454,1.780249732288908,4.665166510693148,5.333213597929017,782.3536590924741,7.305904116736175,0.0,0.04105923485716201,COSMOS-BREAKUP,1,NOMINAL,213,LOW,0.27252628195510603
DEB-F01073,DEBRIS,-4780.874709268335,-5252.635712084755,-1022.3046604788058,2.550444254677095,-1.0878028468781415,-7.157841584385284,797.6592435137745,7.676117317827211,0.0,0.3826192801298565,COSMOS-BREAKUP,1,NOMINAL,137,LOW,0.2793112929924603
DEB-F01074,DEBRIS,2206.1306124919397,4569.23279596115,5086.344934327278,-5.437407098202011,-3.29903941151752,4.631060078328256,806.2770619829098,7.867386760507531,0.0,0.39580995190537077,COSMOS-BREAKUP,1,NOMINAL,202,MEDIUM,0.5613559297194497
DEB-F01075,DEBRIS,3128.2654816154745,4936.913378157998,4047.5512320558946,-4.488552019939357,-1.9927529320231256,5.382697854199711,731.1407131730839,7.2863982648078345,0.0,0.3563289176113692,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F01076,DEBRIS,4275.6269977355305,1771.507804372279,-5416.520896423972,3.1202457595258073,5.027413335293208,4.131751175152436,746.3226108136087,7.216798889888529,0.0,0.31472495555983204,COSMOS-BREAKUP,1,NOMINAL,192,LOW,0.23293419718793204
DEB-F01077,DEBRIS,379.3595645000009,3211.7873116156993,6404.203994056017,-5.775978365325596,-4.253702937287415,2.525173586682148,796.3539374614356,7.604762744377639,0.0,0.028590215042485684,COSMOS-BREAKUP,1,NOMINAL,234,LOW,0.25271282157774366
DEB-F01078,DEBRIS,-5234.653054011906,-3716.6116955196903,3330.8993445249107,-1.0010114639654302,-4.159881191486934,-6.345839326446345,854.4065038101498,7.653516331422438,0.0,0.2799639503132214,COSMOS-BREAKUP,1,NOMINAL,247,LOW,0.24764206950767748
DEB-F01079,DEBRIS,2271.3148855120708,-845.2136570443997,-6720.3171593989555,4.722569860028088,5.408649140443655,0.7388021601280707,765.8058999758332,7.218170144785832,0.0,0.06837723860286186,COSMOS-BREAKUP,1,NOMINAL,227,MEDIUM,0.40577101719279757
DEB-F01080,DEBRIS,1227.8416248101073,3897.2705579335743,5887.505714682229,-5.484615778641256,-3.64963228500666,3.7465488054188447,788.384917762347,7.5787501612382595,0.0,0.2628702723205462,COSMOS-BREAKUP,1,NOMINAL,244,LOW,0.29814253607647595
DEB-F01081,DEBRIS,5185.2111179367475,3763.220362647989,-3090.9951651745664,1.0046873601661004,3.625164043271048,6.313951894841809,735.4059250518949,7.349639417187709,0.0,0.14003482354633076,COSMOS-BREAKUP,1,NOMINAL,169,LOW,0.2080364765948179
DEB-F01082,DEBRIS,-5222.923477285863,-4753.473518184216,1040.0690642274276,0.38038250522847356,-2.0469165441011468,-6.98480535786406,760.2230214632909,7.288488463052222,0.0,0.4533106592270619,COSMOS-BREAKUP,1,NOMINAL,228,LOW,0.22858997579314272
DEB-F01083,DEBRIS,-4180.405152433334,-5274.21234835354,-2300.1897344262675,3.4725634595159085,0.01812926495710604,-6.376688628225839,734.1042746177354,7.260935443312914,0.0,0.0875068935264814,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F01084,DEBRIS,-3018.303202867406,-37.020829335060306,6478.114465681967,-4.73797792533703,-5.361230246766325,-1.9554943630004558,768.71488014431,7.417222039520568,0.0,0.17442803496921627,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01085,DEBRIS,-4457.281830969136,-2026.2922914512924,5182.842063580433,-3.065420837182581,-5.099534002984636,-4.3125466883513965,751.7349222087842,7.3484767738518615,0.0,0.42011419684261986,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01086,DEBRIS,-3148.026148159898,-253.19435342757512,6462.43666587407,-4.621054307195511,-5.3804750623880455,-2.547027011492627,814.7249944038704,7.535980454081797,0.0,0.15346013446469706,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01087,DEBRIS,2303.636892102,-884.7929070766736,-6703.8790989997715,5.1897985830016085,5.318675862063047,0.9956399475453386,765.5032760128224,7.49757435194648,0.0,0.3318711985850451,COSMOS-BREAKUP,1,NOMINAL,227,MEDIUM,0.40577101719279757
DEB-F01088,DEBRIS,-549.5662533120471,-3387.689553835874,-6258.988196918928,5.59468494686349,4.196866278251552,-2.6805042890418576,760.0278082065606,7.48994589137717,0.0,0.21862724749392004,COSMOS-BREAKUP,1,NOMINAL,150,LOW,0.2399682262090366
DEB-F01089,DEBRIS,-2543.365820251358,-4682.392979360925,-4865.154166492056,4.9449682838152995,2.5739632801794716,-4.677210628491265,837.3490385511359,7.276970355781529,0.0,0.38937130700439654,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01090,DEBRIS,508.61883349629534,-2527.255765209805,-6646.535339815116,5.307452349330682,4.746513319130572,-1.4792172278470594,750.8283417578468,7.272312062628998,0.0,0.23989820632001427,COSMOS-BREAKUP,1,NOMINAL,217,MEDIUM,0.3742516687038846
DEB-F01091,DEBRIS,-5265.066627134778,-4846.8204803914705,766.3276010478618,0.7933567569047555,-2.1511295092856937,-7.187961134252419,819.0744981733287,7.544770266679394,0.0,0.3274505413745131,COSMOS-BREAKUP,1,NOMINAL,228,LOW,0.22858997579314272
DEB-F01092,DEBRIS,-3711.2027515380723,-966.8018969234616,6035.374145816117,-3.8957693390885466,-5.379036287856081,-2.954339121582956,772.6302910607419,7.269055631563876,0.0,0.3183288998432639,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01093,DEBRIS,5099.6161570281865,3465.9223268168216,-3678.083569417186,1.511386421804703,4.284816256593245,5.830358830967685,801.4870339008658,7.391686097679219,0.0,0.2632974401174599,COSMOS-BREAKUP,1,NOMINAL,213,LOW,0.27252628195510603
DEB-F01094,DEBRIS,4558.355351133989,5331.809188142223,1723.1521808573261,-2.6579504454817418,-0.09901597288649688,7.041508288663088,845.1618422439697,7.527107260617071,0.0,0.2780483463487007,COSMOS-BREAKUP,1,NOMINAL,170,LOW,0.14869194168952893
DEB-F01095,DEBRIS,-3984.716478338477,-1343.5101146941213,5780.945037227231,-3.5585511731001436,-5.441153128105994,-3.839907353344636,770.4509979524464,7.5507828930078675,0.0,0.24965497001562292,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01096,DEBRIS,-4026.285991532569,-5279.25293714541,-2774.8580876356727,3.5741309993845456,0.6942982393879676,-6.35255495256113,817.7873927717128,7.321981758464558,0.0,0.3438228189843446,COSMOS-BREAKUP,1,NOMINAL,139,MEDIUM,0.30319659836844204
DEB-F01097,DEBRIS,4863.26573647465,2830.57194356313,-4400.040803766639,2.118779087689957,4.479561602946256,5.850148291439892,764.9610831895661,7.666807158710841,0.0,0.024428851362209698,COSMOS-BREAKUP,1,NOMINAL,198,LOW,0.2815126912967082
DEB-F01098,DEBRIS,-2603.640968226282,-4772.7630212720915,-4683.663376396458,5.009663125324659,2.358830586372256,-5.215556537521354,797.858803513689,7.606762541352572,0.0,0.49972127341018757,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01099,DEBRIS,-5307.849127868666,-4408.323542968789,1927.6092449230168,-0.02280924170687538,-2.8590100546535218,-6.721855727016131,785.8183477685598,7.304642576398707,0.0,0.4918976398633079,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F01100,DEBRIS,-3149.6621188744625,-131.14923981465964,6441.090707343656,-4.565610137253871,-5.638555611627681,-2.4097166224295106,793.0010607547592,7.644922466004898,0.0,0.374677099002457,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01101,DEBRIS,2863.428050811532,4860.71884545695,4394.950137689439,-4.9073800964431395,-2.327692004086117,5.407197573906318,773.184179301842,7.664092580345771,0.0,0.25162691503788975,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F01102,DEBRIS,962.0825393165514,3679.14544318757,6052.431344428659,-5.7503234028113805,-3.8381670960127217,3.2787129874912417,769.844476165712,7.651647191826001,0.0,0.19653492642059356,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01103,DEBRIS,4831.244952846461,2879.072591618327,-4448.924353427047,1.957897919656471,4.622261821277927,5.680500412256737,792.840247539456,7.580682920547966,0.0,0.2613429986248333,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01104,DEBRIS,-5258.925196503746,-3941.376500061046,2843.77387306978,-0.6762810360500825,-3.244541067206218,-6.483745071824644,782.7144004139009,7.28171359866062,0.0,0.17457419028497922,COSMOS-BREAKUP,1,NOMINAL,242,LOW,0.22390207086889258
DEB-F01105,DEBRIS,5029.824762961486,3208.0535557284447,-3983.252378240632,2.0396756779669674,4.3446427907769545,5.945511303076154,795.2195554266254,7.641027581794642,0.0,0.24375791299652458,COSMOS-BREAKUP,1,NOMINAL,213,LOW,0.27252628195510603
DEB-F01106,DEBRIS,-1229.531143804622,1901.4792436519504,6818.906255738353,-5.546636311592731,-5.0558111027150545,0.3451039729951739,806.9066792111671,7.513021830900858,0.0,0.4009798017659344,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01107,DEBRIS,-5350.940523178876,-4341.182825973833,2085.738094986956,-0.5258398801535676,-3.2989787524227316,-6.973653786558595,821.0807500064402,7.732503832736172,0.0,0.11930881815993237,COSMOS-BREAKUP,1,NOMINAL,251,LOW,0.218013125467115
DEB-F01108,DEBRIS,-2060.410544823645,-4469.208402429023,-5218.130284119479,5.0285013095119675,2.848410977168921,-4.397750894936442,794.5890521790107,7.262195497818429,0.0,0.27439242799017094,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01109,DEBRIS,2349.179714013608,-661.4994145528789,-6715.608714210127,5.097335398028167,5.346717704168859,1.396686401500526,767.1850505839939,7.518041717907675,0.0,0.2045797822342354,COSMOS-BREAKUP,1,NOMINAL,229,MEDIUM,0.35217340990080664
DEB-F01110,DEBRIS,2348.870639975301,-823.8023091957449,-6720.865219880933,5.2189670595957,5.528758254374765,1.2039373617045146,788.861872036985,7.697678232777082,0.0,0.10741666970042024,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01111,DEBRIS,5274.217839493454,4613.277387291155,-1579.166990789908,-0.3817705555964427,2.5769379974180375,7.077653621598446,804.7224901559475,7.541852490402003,0.0,0.3322015301426963,COSMOS-BREAKUP,1,NOMINAL,179,LOW,0.2568480065266138
DEB-F01112,DEBRIS,-4202.3656783595625,-1622.8659453947855,5608.129122880751,-3.223102178484349,-5.1403437879839755,-4.371985002192389,815.2407483376865,7.478353747383924,0.0,0.25321553440485367,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01113,DEBRIS,5319.0963756115525,4222.093054142377,-2225.235194332629,0.31905582787193804,3.3160062395573724,7.11582706114736,768.2276479155989,7.857015258114212,0.0,0.20012136556570131,COSMOS-BREAKUP,1,NOMINAL,178,LOW,0.23942308470282675
DEB-F01114,DEBRIS,-527.2365286015216,2516.325051994097,6692.420358867637,-5.343509143598935,-4.5791849253781,1.2280045722917234,791.1279821422359,7.143529924211477,0.0,0.18483436372535902,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01115,DEBRIS,-4448.1499404116375,-5288.105745806015,-1852.716218582023,3.07627839195437,-0.35185355903795623,-7.1609708357706685,776.0685923636638,7.80171730983449,0.0,0.44637170184496466,COSMOS-BREAKUP,1,NOMINAL,140,LOW,0.23910449783983093
DEB-F01116,DEBRIS,-2829.3821788474293,180.20686531146072,6559.353247889581,-4.618397977554635,-5.192398494958443,-1.6974162877531724,767.7004637885811,7.153448403634236,0.0,0.40427863748704246,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01117,DEBRIS,-4859.939204863853,-2860.251190717958,4440.441335137725,-2.257466107741612,-4.881810271041337,-5.227316703123113,799.4367683270038,7.500204308203653,0.0,0.4991711540333933,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
DEB-F01118,DEBRIS,-2083.1695074085833,997.5469517723077,6724.765591177391,-4.966111950622496,-5.593661196526471,-0.8184151008162216,732.2193464759312,7.52470044353166,0.0,0.4760173945243507,COSMOS-BREAKUP,1,NOMINAL,214,LOW,0.11486883517494967
DEB-F01119,DEBRIS,-4733.166016424375,-5250.791413808164,-1065.523139460467,2.4959148148728145,-0.5570415257015691,-6.9949176575353675,770.9196210572018,7.44773516313232,0.0,0.09857149061255145,COSMOS-BREAKUP,1,NOMINAL,137,LOW,0.2793112929924603
DEB-F01120,DEBRIS,2894.9082363040206,4874.377363518139,4370.153287129824,-4.972884168694089,-2.107522705326654,5.393718822594167,779.9554925297316,7.633048646898714,0.0,0.06360017900353562,COSMOS-BREAKUP,1,NOMINAL,206,LOW,0.18388676048936958
DEB-F01121,DEBRIS,3221.857954233315,320.1934005976645,-6327.401109868276,4.301190269001473,5.372360634317616,2.2611055553066843,729.527686534183,7.243969550430019,0.0,0.27072715190057606,COSMOS-BREAKUP,1,NOMINAL,-1,NOISE,0.0
DEB-F01122,DEBRIS,-2685.403769618938,-4782.731733388787,-4573.887450377517,4.557196427266931,2.321342571319177,-5.106501985908411,763.7368891252245,7.227242430014352,0.0,0.04610860210577657,COSMOS-BREAKUP,1,NOMINAL,133,LOW,0.16277571483070846
DEB-F01123,DEBRIS,-4781.496088983771,-2645.295011022984,4593.08883764577,-2.4023896591699128,-4.679703857933972,-5.098905666448095,760.2630738832477,7.325977290968429,0.0,0.322624940520089,COSMOS-BREAKUP,1,NOMINAL,220,LOW,0.17703114003890416
